StockBalanceDate|DepartmentCode|IdDepartment|InvoiceNum|InvoiceDate|GoodsCode|Quantity|PriceWholeBuy|PVatWholeBuy|PriceWholebuyWithoutVat|PriceRetail|PVatWholeRetail|PriceRetailWithoutVat|IdStore|SupplierCode|BestBefore|Series|Barcode|KIZ|GTIN|SGTIN|DateProduction
2021-10-26 00:00:00||10000|5895|2019-04-25 15:18:31|7795D60E-3E03-47E4-879C-71DBCF143DAF|1.0|350|0|350|650|0|650|10000|8|||||||
2021-10-26 00:00:00||10000|465857-17|2019-05-23 00:00:00|2FFCB9C0-ACFF-40B5-ACDD-34538987A904|1.0|1041.11|0|1041.11|1350|0|1350|10000|4|1899-12-30 00:00:00|***|7640156391084||||
2021-10-26 00:00:00||10000|12305-DD703|2019-05-23 00:00:00|FC0DBA84-0F0F-46BF-B5A9-4EFBA5C3E69C|1.0|241.78|40.3|201.48|315|52.5|262.5|10000|3|2022-04-01 00:00:00|040419|4603726175074||||
2021-10-26 00:00:00||10000|6089|2019-05-28 17:02:10|02B9411C-B081-4AC8-B108-1130059D0C40|1.0|310|0|310|600|0|600|10000|12|||||||
2021-10-26 00:00:00||10000|515454-17|2019-06-09 00:00:00|1C8CA23C-85F2-4829-8D30-96B4B87A9FB7|5.0|24.15|2.2|21.95|32|2.91|29.09|10000|4|2021-12-01 00:00:00|201118|4604060995946||||
2021-10-26 00:00:00||10000|10107-BH133|2019-07-01 00:00:00|7307DB75-1AF3-47C9-9CEA-8AB1878D67C1|1.0|300.78|50.13|250.65|388|64.67|323.33|10000|3|2023-11-01 00:00:00|112017|4714204027034||||
2021-10-26 00:00:00||10000|111475580-001|2019-07-02 00:00:00|FC551A69-BD5B-4D32-B83B-E99B965BBAA9|1.0|136.9|22.82|114.08|192|32|160|10000|26|2025-09-01 00:00:00|03/0917|4607131421115||||
2021-10-26 00:00:00||10000|610325-17|2019-07-07 00:00:00|A405305B-EE0B-4C40-9ECA-205FE93F017A|1.0|95.18|8.65|86.53|121|11|110|10000|4|2021-08-31 00:00:00|020818|4680020181192||||
2021-10-26 00:00:00||10000|929005|2019-07-09 00:00:00|4AE81606-B0D6-49B3-9586-C5E06846CE0B|1.0|391.54|35.59|355.95|510|46.36|463.64|10000|11|2023-10-01 00:00:00|102018|||||
2021-10-26 00:00:00||10000|14029|2019-07-18 00:00:00|FCA970D4-D5B5-44D8-9AE4-12E7FEDFE4A5|3.0|36.56|0|36.56|62|0|62|10000|7|2024-01-01 00:00:00|19А25G8333|4022495140913||||
2021-10-26 00:00:00||10000|1013429|2019-07-30 00:00:00|7D6693E7-FE55-4BB1-9703-65EDDB57697A|1.0|78.12|13.02|65.1|110|18.33|91.67|10000|11|2021-12-01 00:00:00|062019|4605319001289||||
2021-10-26 00:00:00||10000|702887-17|2019-08-04 00:00:00|D362F8EA-8344-4DBD-BE31-36603293CE36|1.0|329.13|29.92|299.21|394|35.82|358.18|10000|4|2024-01-01 00:00:00|209|9001505000015||||
2021-10-26 00:00:00||10000|КЗН00422734|2019-08-04 00:00:00|3C96686C-3520-4650-9D8B-6356F3BC3301|1.0|129.32|11.76|117.56|160|14.55|145.45|10000|5|2021-07-01 00:00:00|100008505|4650069651291||||
2021-10-26 00:00:00||10000|10508-CQ543|2019-08-05 00:00:00|8FF0E850-68CD-4A57-B11B-0394D1B40832|1.0|78.34|7.12|71.22|110|10|100|10000|3|2022-04-01 00:00:00|010319|4602329001612||||
2021-10-26 00:00:00||10000|11508-QX793|2019-08-15 00:00:00|CCC370D0-7856-407E-8FC4-FF296FD5D6E2|1.0|135.86|22.64|113.22|177|29.5|147.5|10000|3|2021-09-01 00:00:00|092017|4607101200870||||
2021-10-26 00:00:00||10000|Р-4616345|2019-08-29 00:00:00|E463FF0F-BC8A-4808-B225-4010E691398A|2.0|362.99|0|362.99|480|0|480|10000|6|2022-07-01 00:00:00|01/07/19|4607034940256||||
2021-10-26 00:00:00||10000|КЗН00476342|2019-08-29 00:00:00|74973C13-8E4A-43E8-835C-3FDDAAF57740|1.0|82.57|7.51|75.06|105|9.55|95.45|10000|5|2021-06-01 00:00:00|60519|4607020332447||||
2021-10-26 00:00:00||10000|801568-17|2019-08-31 00:00:00|C2885245-5B01-421C-B8DD-ECEB8586669F|1.0|608.34|55.3|553.04|731|66.45|664.55|10000|4|2021-11-01 00:00:00|T8B764P|5997001362747||||
2021-10-26 00:00:00||10000|10609-BH363|2019-09-06 00:00:00|63342311-7811-4191-9553-F9E609A858EF|1.0|400.12|36.37|363.75|490|44.55|445.45|10000|3|2022-01-01 00:00:00|120119|4660007703906||||
2021-10-26 00:00:00||10000|КЗН00504115|2019-09-12 00:00:00|1D7CBAE5-8E1A-4D98-B523-87957C58423A|1.0|298|27.09|270.91|364|33.09|330.91|10000|5|2023-07-01 00:00:00|M8050621|3352710093412||||
2021-10-26 00:00:00||10000|Р-4628219|2019-09-16 00:00:00|9295DD46-F43E-4987-8A98-615EE2CD1003|6.0|87.3|7.94|79.36|108|9.82|98.18|10000|6|2021-07-01 00:00:00|170619|4605180005188||||
2021-10-26 00:00:00||10000|12309-LH523|2019-09-23 00:00:00|0010F81C-764F-4D56-B1B5-8DC19F53AEC1|1.0|234.8|21.35|213.45|298|27.09|270.91|10000|3|2022-01-01 00:00:00|40119|4605077011711||||
2021-10-26 00:00:00||10000|900974-17|2019-09-24 00:00:00|2F19A0C3-A751-44D4-848F-5A556540A8BE|1.0|467.08|42.46|424.62|566|51.45|514.55|10000|4|2021-08-31 00:00:00|Y1816|3596540060385||||
2021-10-26 00:00:00||10000|936826-17|2019-10-02 00:00:00|019C2A5F-6684-40AC-8FB9-0B852A81B599|1.0|232.71|21.16|211.55|296|26.91|269.09|10000|4|2022-03-05 00:00:00|9380011BA|7640114721694||||
2021-10-26 00:00:00||10000|КЗН00546895|2019-10-02 00:00:00|D0130FCE-161D-4F97-88F0-CD81BD9BA42E|1.0|1201.75|109.25|1092.5|1460|132.73|1327.27|10000|5|2022-02-01 00:00:00|50219|4601026307355||||
2021-10-26 00:00:00||10000|953349-17|2019-10-07 00:00:00|D1B73B98-A7E2-40F7-8CFB-FB1B8C497ED3|2.0|53.4|8.9|44.5|75|12.5|62.5|10000|4|2021-09-04 00:00:00|04092019|4660019921336||||
2021-10-26 00:00:00||10000|12410-DM293|2019-10-24 00:00:00|39415E80-3E73-4F96-BE02-73ADE88B4A30|1.0|1542.41|140.22|1402.19|1805|164.09|1640.91|10000|3|2022-03-01 00:00:00|010319|4607035440489||||
2021-10-26 00:00:00||10000|1080890-17|2019-11-01 00:00:00|1E26B828-2533-4B57-BDBA-60E089B67F43|1.0|221.76|20.16|201.6|280|25.45|254.55|10000|4|2022-07-01 00:00:00|40719|4605077012077||||
2021-10-26 00:00:00||10000|19-0-163416|2019-11-07 00:00:00|301E77F2-EE09-4189-97AE-F80A09EFE2BF|1.0|319.32|29.03|290.29|393|35.73|357.27|10000|13|2021-07-01 00:00:00|0810719|4607159860354||||
2021-10-26 00:00:00||10000|11111-QH313|2019-11-11 00:00:00|9B0B5003-2ED3-43AB-8D7A-7CEDC6E6810F|1.0|135.6|22.6|113|182|30.33|151.67|10000|3|2022-07-01 00:00:00|173042|4602242003885||||
2021-10-26 00:00:00||10000|Р-4680402|2019-11-15 00:00:00|39A61AFE-6DBF-4640-801E-065C62937D61|1.0|174.66|29.11|145.55|245|40.83|204.17|10000|6|2022-08-01 00:00:00|183111|4602242005995||||
2021-10-26 00:00:00||10000|12511-BK513|2019-11-25 00:00:00|AFB0718D-9302-46E8-A888-E04B67C7D8AF|1.0|79.52|13.25|66.27|130|21.67|108.33|10000|3|2025-09-01 00:00:00|032019|4605658195694||||
2021-10-26 00:00:00||10000|1188936-17|2019-11-25 00:00:00|9DF113C1-B5AA-41E5-8EAA-08CC2A99396E|1.0|82.24|7.48|74.76|107|9.73|97.27|10000|4|2021-08-01 00:00:00|50719|4607020332393||||
2021-10-26 00:00:00||10000|КЗН00660769|2019-11-25 00:00:00|C1121F18-C202-43B5-AD2F-9A1078F47B53|1.0|62.04|5.64|56.4|80|7.27|72.73|10000|5|2022-10-01 00:00:00|090919|4606486018698||||
2021-10-26 00:00:00||10000|119782341-001|2019-11-25 00:00:00|CB63A252-DF22-439F-99FB-8748EB390365|1.0|71.35|11.89|59.46|140|23.33|116.67|10000|26|2022-04-23 00:00:00|255073/0419|4602242004301||||
2021-10-26 00:00:00||10000|7258|2019-11-27 10:37:25|F48877E2-95A9-4390-9C49-A5D5EC91CDB9|1.0|310|0|310|660|0|660|10000|12|||||||
2021-10-26 00:00:00||10000|1231369-17|2019-12-04 00:00:00|787E453B-8F98-4508-998F-BFF37EDA1BC3|1.0|212.45|19.31|193.14|255|23.18|231.82|10000|4|2022-09-30 00:00:00|010919|4607027764098||||
2021-10-26 00:00:00||10000|11612-D5583|2019-12-16 00:00:00|D9E5C417-997E-4554-82FB-8C35B13E1CBF|1.0|559.34|93.22|466.12|672|112|560|10000|3|2024-04-01 00:00:00|042019|4627078981190||||
2021-10-26 00:00:00||10000|КЗН00712494|2019-12-17 00:00:00|AE8DD83F-3E89-4EEC-A69A-FA686E0D4E6D|1.0|251.45|22.86|228.59|300|27.27|272.73|10000|5|2022-03-01 00:00:00|CEA0819|7290010207091||||
2021-10-26 00:00:00||10000|7467|2019-12-26 11:36:51|EA083244-A19C-4A94-B97A-4FD5A645B73A|2.0|135|0|135|240|0|240|10000|12|||||||
2021-10-26 00:00:00||10000|7467|2019-12-26 11:36:51|0A722FE3-0CCD-41BE-B51E-A89BF4FC72C6|21.0|5.5|0|5.5|20|0|20|10000|12|||||||
2021-10-26 00:00:00||10000|КЗН00733925|2019-12-25 00:00:00|4D98842A-5E02-4CA5-8259-65E8AA259603|1.0|394.16|35.83|358.33|490|44.55|445.45|10000|5|2023-09-01 00:00:00|90819|4604060995755||||
2021-10-26 00:00:00||10000|121826209-001|2019-12-26 00:00:00|6A38A713-5CC1-44D7-AAA4-EDC77C0A36CA|1.0|182.6|16.6|166|238|21.64|216.36|10000|26|2022-08-01 00:00:00|370819|4600908020719||||
2021-10-26 00:00:00||10000|12612-D9133|2019-12-26 00:00:00|480F78B0-EC2E-4C14-A242-5DB8C1573E2E|1.0|23.12|2.1|21.02|47|4.27|42.73|10000|3|2021-10-01 00:00:00|020919|4605113000945||||
2021-10-26 00:00:00||10000|121907224-001|2019-12-27 00:00:00|3BE042EF-D95A-4EE4-9739-1ABEAB88B9FD|1.0|118.69|10.79|107.9|150|13.64|136.36|10000|26|2024-01-01 00:00:00|JT4144|4030855001378||||
2021-10-26 00:00:00||10000|19-0-194792|2019-12-28 00:00:00|065719B0-E763-427F-93E6-90459A92930A|1.0|20.55|3.43|17.12|35|5.83|29.17|10000|13|2021-12-03 00:00:00|C0962|4606992004468||||
2021-10-26 00:00:00||10000|1965131|2019-12-30 00:00:00|9CCA980C-42D2-4D86-9D6C-B2A69D6A849A|1.0|384.87|34.99|349.88|462|42|420|10000|11|2024-04-01 00:00:00|5383D0419|5995327130071||||
2021-10-26 00:00:00||10000|10501-CA064|2020-01-05 00:00:00|432812C0-A4A4-4867-8764-9D321A0CE944|1.0|379.64|0|379.64|510|0|510|10000|3|2024-10-01 00:00:00|102019|1916190463039||||
2021-10-26 00:00:00||10000|КЗН00006227|2020-01-08 00:00:00|76B2D84E-4421-4447-BA7B-BE45D36461EB|1.0|381.43|34.68|346.75|475|43.18|431.82|10000|5|2021-08-01 00:00:00|40819|5903060607095||||
2021-10-26 00:00:00||10000|265|2020-01-09 11:38:15|6BA87618-DF03-407F-BC47-A8A9A54095F4|1.0|0|0|0|150|0|150|10000|999999|2022-02-01 00:00:00|GM0001|5060068526343||||
2021-10-26 00:00:00||10000|32741-17|2020-01-12 00:00:00|D004A991-B6F6-434B-84AA-EFE0E83F6DA0|1.0|285.7|47.62|238.08|335|55.83|279.17|10000|4|2021-12-01 00:00:00|122021|4620004951229||||
2021-10-26 00:00:00||10000|122615221-001|2020-01-15 00:00:00|706948D4-066D-4FDF-92B2-9EDD30923385|1.0|410.69|37.34|373.35|498|45.27|452.73|10000|26|2022-01-01 00:00:00|B83X|4602233006871||||
2021-10-26 00:00:00||10000|113027|2020-01-21 00:00:00|5B09FE06-C9CF-46B8-8957-A29F8BC29276|1.0|45.02|7.5|37.52|68|11.33|56.67|10000|11|2022-10-01 00:00:00|10/1019|4640001381065||||
2021-10-26 00:00:00||10000|20-0-10094|2020-01-22 00:00:00|CB3AE748-5DB2-4EC3-B489-1A1333B532A5|1.0|212.7|19.34|193.36|270|24.55|245.45|10000|13|2022-08-01 00:00:00|0670919|4630011650251||||
2021-10-26 00:00:00||10000|20-0-16484|2020-02-03 00:00:00|A57D4041-BEF8-43D2-872B-31D1601459CB|1.0|346.37|31.49|314.88|440|40|400|10000|13|2023-05-01 00:00:00|74480|4028305000064||||
2021-10-26 00:00:00||10000|10302-BS364|2020-02-03 00:00:00|76A53232-2B7E-4324-BAD0-DB4010509F81|1.0|212.19|0|212.19|310|0|310|10000|3|2024-12-01 00:00:00|122019|4605086017025||||
2021-10-26 00:00:00||10000|20-0-19212|2020-02-06 00:00:00|A69F9AB0-8AE6-4718-98DB-1EEA4572971D|1.0|121.99|11.09|110.9|153|13.91|139.09|10000|13|2021-09-01 00:00:00|KA2100|8699516574895||||
2021-10-26 00:00:00||10000|1560|2020-02-05 00:00:00|A09E7873-5BDC-4283-B808-F6EA5B1E2A35|2.0|13.09|2.18|10.91|23|3.83|19.17|10000|7|2099-01-01 00:00:00|-|||||
2021-10-26 00:00:00||10000|КЗН00081917|2020-02-09 00:00:00|9877AE6B-8763-4032-8774-BE955831187D|1.0|277.88|25.26|252.62|350|31.82|318.18|10000|5|2021-10-01 00:00:00|71019|4601026306198||||
2021-10-26 00:00:00||10000|10602-LZ454|2020-02-06 00:00:00|09A9FB41-3AB2-4005-8CD4-FFCDB2E2A7AD|1.0|33.89|5.65|28.24|50|8.33|41.67|10000|3|2021-12-01 00:00:00|0419|4607010244644||||
2021-10-26 00:00:00||10000|20-0-22133|2020-02-11 00:00:00|1D943DE7-C08C-40D6-B9CF-97634DA1F7FD|1.0|748.62|124.77|623.85|899|149.83|749.17|10000|13|2021-09-01 00:00:00|98893|5903263246008||||
2021-10-26 00:00:00||10000|203778-17|2020-02-13 00:00:00|AFCB446D-272F-4F77-A972-C3758B4103C5|1.0|438.7|0|438.7|549|0|549|10000|4|1899-12-30 00:00:00|***|7640156391657||||
2021-10-26 00:00:00||10000|213614-17|2020-02-16 00:00:00|FAF4FD84-9278-4744-A391-D1FE933EA06F|1.0|114.04|10.37|103.67|149|13.55|135.45|10000|4|2022-11-15 00:00:00|112022|4607034940638||||
2021-10-26 00:00:00||10000|20-0-26955|2020-02-19 00:00:00|F258B4AD-87DD-42FD-9418-8B658A41D9EB|1.0|94.4|8.58|85.82|119|10.82|108.18|10000|13|2022-03-31 00:00:00|CV002|5997086103068||||
2021-10-26 00:00:00||10000|KA-4754627|2020-02-19 00:00:00|26E16B9D-5433-4906-9666-AC8940A13885|1.0|225.53|20.5|205.03|294|26.73|267.27|10000|55|2022-01-01 00:00:00|30119|4690655012983||||
2021-10-26 00:00:00||10000|20-0-29945|2020-02-25 00:00:00|D7FAAED2-C479-4CC6-AA07-F9BB05E20DD5|1.0|241.43|40.24|201.19|300|50|250|10000|13|2021-10-01 00:00:00|1910|4607097011801||||
2021-10-26 00:00:00||10000|20-0-33336|2020-03-02 00:00:00|2DA1BDD2-C83F-4FBA-97DA-FE2E697E7E5E|1.0|150.03|13.64|136.39|190|17.27|172.73|10000|13|2022-09-01 00:00:00|0060919|4607143560475||||
2021-10-26 00:00:00||10000|20-0-34516|2020-03-03 00:00:00|B9B1459E-356E-4A5C-8A43-2955DBFE05A8|1.0|381.97|34.72|347.25|459|41.73|417.27|10000|13|2022-08-01 00:00:00|N19208|8901236010714||||
2021-10-26 00:00:00||10000|10403-BV154|2020-03-04 00:00:00|B394ED0D-0ABC-4B23-87EF-0D07CE721646|1.0|58.48|0|58.48|85|0|85|10000|3|2022-01-01 00:00:00|062018|4601835000683||||
2021-10-26 00:00:00||10000|125862017-001|2020-03-06 00:00:00|E12DE45E-1F27-4D86-87FF-0B011FA9711E|1.0|717.6|119.6|598|864|144|720|10000|26|2022-06-01 00:00:00|040619|3800089813525||||
2021-10-26 00:00:00||10000|20-0-37284|2020-03-10 00:00:00|61DF4D8E-4ED2-450C-9C95-0591711B80AF|1.0|176.56|16.05|160.51|234|21.27|212.73|10000|13|2022-02-01 00:00:00|0000138104|4029799131814||||
2021-10-26 00:00:00||10000|322447-17|2020-03-06 00:00:00|1228FF49-3D07-49A2-BA9C-236331605760|1.0|256.28|23.3|232.98|317|28.82|288.18|10000|4|2022-02-01 00:00:00|A72109A|5997001362105||||
2021-10-26 00:00:00||10000|KA-4769798|2020-03-11 00:00:00|9214D0CE-5762-4380-AFF7-2E904A052D63|1.0|133.69|12.15|121.54|170|15.45|154.55|10000|55|2021-06-01 00:00:00|20860619|4607055133231||||
2021-10-26 00:00:00||10000|360730-17|2020-03-13 00:00:00|4902D2E9-2D2C-4E12-AABA-53C25097435D|1.0|49.94|4.54|45.4|66|6|60|10000|4|2022-09-01 00:00:00|270819|4602565013707||||
2021-10-26 00:00:00||10000|КЗН00161661|2020-03-14 00:00:00|4CAB5CF7-8E9D-44FF-8F00-AEF897A26B30|1.0|333.14|55.52|277.62|400|66.67|333.33|10000|5|2022-09-01 00:00:00|080919|4660014181827||||
2021-10-26 00:00:00||10000|КЗН00161661|2020-03-14 00:00:00|7E36E3A3-8FA6-40E8-887B-7EA75E9647B2|1.0|229.16|20.83|208.33|280|25.45|254.55|10000|5|2022-10-01 00:00:00|21019|4601969008609||||
2021-10-26 00:00:00||10000|367662-17|2020-03-16 00:00:00|15BAFAF1-A7E2-4D17-9C28-0BEC855920CE|1.0|736.55|66.96|669.59|990|90|900|10000|4|2024-10-01 00:00:00|102024|4627110041233||||
2021-10-26 00:00:00||10000|11603-DY464|2020-03-16 00:00:00|892D560B-B412-4E2F-B8FB-52DFD07A4780|1.0|35.07|5.84|29.23|60|10|50|10000|3|2022-02-01 00:00:00|022022|4670017921962||||
2021-10-26 00:00:00||10000|126091941-001|2020-03-17 00:00:00|3BB38711-6E32-4818-BF46-F14B378E213E|1.0|118.71|10.79|107.92|149|13.55|135.45|10000|26|2021-06-20 00:00:00|4P7P|5000483318000||||
2021-10-26 00:00:00||10000|455117|2020-03-17 00:00:00|32695EE2-7C5D-426D-A306-172E6559CA44|1.0|754.24|68.57|685.67|990|90|900|10000|11|2024-02-01 00:00:00|022019|4750283053892||||
2021-10-26 00:00:00||10000|389533-17|2020-03-18 00:00:00|02D8FF11-490E-4FD9-BBBC-5024B3EE259B|1.0|435.38|72.56|362.82|525|87.5|437.5|10000|4|2022-09-18 00:00:00|111090|4602242005780||||
2021-10-26 00:00:00||10000|389533-17|2020-03-18 00:00:00|16667BA9-C13A-4E91-B9A6-D4E811CFFAF9|1.0|436.58|72.76|363.82|525|87.5|437.5|10000|4|2022-10-24 00:00:00|112121|1460224200579||||
2021-10-26 00:00:00||10000|КЗН00173126|2020-03-19 00:00:00|856FF647-7D1C-4439-82AB-5F2BE4EB7283|1.0|367.87|61.31|306.56|460|76.67|383.33|10000|5|2021-09-01 00:00:00|040919|4660014181674||||
2021-10-26 00:00:00||10000|КЗН00173126|2020-03-19 00:00:00|BF856057-F044-4160-BF16-30B6643BED5B|1.0|248.94|22.63|226.31|312|28.36|283.64|10000|5|2022-01-01 00:00:00|10004429|3518646672231||||
2021-10-26 00:00:00||10000|407729-17|2020-03-22 00:00:00|0855DB2E-40B1-4CB8-A9A3-E4D148475F20|1.0|177.85|16.17|161.68|232|21.09|210.91|10000|4|2024-11-01 00:00:00|112024|5411416059677||||
